Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
1,12.247694320220994,0.2352941176470588,0.75,0.7283073595657765,0.49899615434449807,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.625,0.375,0.5714285714285714,0.75,0.8571428571428571,0.6666666666666665,0.5,0.03676470588235294,0.09836065573770493,0.2,0.2857142857142857,0.8571428571428571,0.8666666666666667,0.5,0.1225,0.6666666666666666,0.75,1.0,0.75,0.75,0.25,1.0,0.12508858965272857,0.8333333333333333,0.0,0.06421232876712328,0.14009819967266776,1.0,1.0,1.0,1.0,0.4004669263078391,0.4135593220338983,0.0,0.5777122882260084,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5000000000000001,1.0,0.0,0.2,0.8333333333333333,0.04672897196261683,0.6666666666666666,0.5,0.38645980253878703,0.6000000000000001,1.0,1.0,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.09090909090909093,0.5,0.5,0.8,0.0,0.0,0.0
2,12.109010932687042,0.0,0.75,0.7825453631489543,0.5252733408147778,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.8333333333333333,0.125,0.5714285714285714,0.75,0.5714285714285714,0.5555555555555556,0.875,0.22794117647058823,0.5245901639344263,0.2,0.2857142857142857,0.42857142857142855,0.4,0.25,0.0,0.3333333333333333,0.75,0.4,0.75,0.75,1.0,0.6666666666666666,0.1732813607370659,0.8333333333333333,0.0,0.12157534246575341,0.2065466448445172,1.0,1.0,1.0,1.0,0.5495994518979863,0.0,0.0,0.4702445078729567,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333334,1.0,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.28971962616822433,0.6666666666666666,0.5,0.3244005641748942,0.6000000000000001,1.0,1.0,0.3477246207701284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.3636363636363637,0.25,0.5,0.8,0.0,0.0,0.0
3,12.31716669303576,0.2352941176470588,0.75,0.7409056581213865,0.5569254935554522,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.625,0.375,0.5714285714285714,0.75,0.8571428571428571,0.6666666666666665,0.5,0.051470588235294115,0.11475409836065574,0.2,0.2857142857142857,0.8571428571428571,0.8666666666666667,0.5,0.10125,0.6666666666666666,0.75,1.0,0.75,0.75,0.5,1.0,0.08610914245216159,0.8333333333333333,0.0,0.1857876712328767,0.15057283142389527,1.0,1.0,1.0,1.0,0.42880545640313983,0.41937046004842615,0.0,0.59309515868294,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.3333333333333334,1.0,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.06542056074766356,0.6666666666666666,0.5,0.4287729196050776,0.6000000000000001,1.0,1.0,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.7272727272727274,0.5,0.5,0.8,0.0,0.0,0.0
4,11.84939770159144,0.2941176470588235,0.75,0.7046843039378164,0.5242124562608409,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.7083333333333333,0.375,0.5714285714285714,0.75,0.8571428571428571,0.6666666666666665,0.5,0.6691176470588235,0.6065573770491803,0.2,0.2857142857142857,0.2857142857142857,0.4666666666666667,0.25,0.0,0.3333333333333333,0.75,0.2,0.5,1.0,0.25,0.6666666666666666,0.03827072997873848,0.8333333333333333,0.0,0.23116438356164382,0.12373158756137481,1.0,0.75,1.0,1.0,0.44579680890773066,0.36610169491525424,0.0,0.5791574328965412,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666674,1.0,0.3333333333333333,0.8,0.3333333333333333,0.07476635514018692,0.3333333333333333,0.75,0.4527503526093089,0.6000000000000001,1.0,1.0,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.09090909090909093,0.0,0.5,0.2,0.0,0.0,0.0
5,12.429216196844383,0.2352941176470588,0.75,0.7940311846775325,0.6022801130718114,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,1.0,0.375,0.5714285714285714,0.75,0.8571428571428571,0.7777777777777777,0.5,0.058823529411764705,0.14754098360655737,0.2,0.2857142857142857,0.8571428571428571,0.8666666666666667,0.5,0.21875,0.6666666666666666,0.75,1.0,0.75,0.75,0.75,1.0,0.11605244507441531,0.8333333333333333,0.0,0.20976027397260272,0.18739770867430444,1.0,1.0,1.0,1.0,0.5129967903748609,0.5099273607748184,0.0,0.6665228823649914,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333335,1.0,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.07476635514018692,0.6666666666666666,0.75,0.5895627644569816,0.6000000000000001,1.0,1.0,0.2240373395565928,0.15356489945155394,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.8,0.0,0.0,0.0
6,11.870599909242044,0.17647058823529413,0.75,0.7967532883377998,0.6003712518501835,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4583333333333333,0.375,0.5714285714285714,0.75,0.2857142857142857,0.4444444444444445,0.5,0.11764705882352941,0.2459016393442623,0.2,0.2857142857142857,0.8571428571428571,0.8666666666666667,0.25,0.0,0.3333333333333333,0.75,0.8,0.75,0.75,0.25,1.0,0.12969525159461376,0.8333333333333333,0.0,0.0273972602739726,0.13027823240589198,1.0,1.0,1.0,1.0,0.37159733678403484,0.27409200968523,0.0,0.4972202460326831,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.3333333333333333,0.25,1.0,0.0,0.2,0.8333333333333333,0.14953271028037385,0.3333333333333333,0.5,0.3385049365303244,0.6000000000000001,1.0,1.0,0.046674445740956826,0.054844606946983544,0.0,0.6299212598425197,0.0,0.0,0.0,0.5,0.25,0.04516129032258065,0.8181818181818185,0.75,0.5,0.8,0.0,0.0,0.0
7,12.634603026569334,0.0,0.75,0.766664214743874,0.5352066173106205,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7916666666666666,0.375,0.5714285714285714,0.75,0.5714285714285714,0.7777777777777777,0.5,0.022058823529411763,0.04918032786885246,0.2,0.2857142857142857,0.8571428571428571,0.8666666666666667,1.0,0.11625,0.6666666666666666,0.75,1.0,1.0,0.75,0.75,1.0,0.24255846917080087,0.8333333333333333,0.0,0.13570205479452055,0.27594108019639935,1.0,1.0,1.0,1.0,0.6573903983684097,0.0,0.0,0.574386761705187,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666674,1.0,0.3333333333333333,0.8,0.8333333333333333,0.028037383177570097,0.6666666666666666,0.5,0.4485190409026798,0.6000000000000001,1.0,1.0,0.2975495915985998,0.10420475319926874,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.6363636363636365,0.25,0.5,0.8,0.0,0.0,0.0
8,12.206072645530174,0.2352941176470588,0.75,0.7448784669380394,0.5410379283208422,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5416666666666666,0.875,0.5714285714285714,0.75,0.8571428571428571,0.6666666666666665,0.625,0.2647058823529412,0.6065573770491803,0.2,0.2857142857142857,0.5714285714285714,0.6,1.0,0.15,0.3333333333333333,0.75,0.4,0.75,0.75,0.5,0.6666666666666666,0.15219702338766833,0.16666666666666666,0.02170963364993216,0.09246575342465753,0.1811783960720131,1.0,1.0,1.0,1.0,0.5001810970434288,0.47602905569007264,0.0,0.6486996026216678,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666674,1.0,0.6666666666666666,0.6000000000000001,0.8333333333333333,0.33644859813084116,0.6666666666666666,0.5,0.3413258110014104,0.6000000000000001,1.0,1.0,0.2742123687281214,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,0.0,1.0,0.25,0.022580645161290325,0.9090909090909093,0.75,0.5,0.8,1.0,0.0,0.0
9,11.77452020265869,0.17647058823529413,0.25,0.6508830217478448,0.4290659247382601,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.16666666666666666,0.0,0.5714285714285714,0.75,0.2857142857142857,0.6666666666666665,0.5,0.5661764705882353,0.9672131147540984,0.2,0.2857142857142857,0.7142857142857142,0.4666666666666667,0.25,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.40753424657534243,0.155810147299509,1.0,0.75,1.0,0.4,0.4695973854503528,0.3641646489104116,0.0,0.5907103163127223,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.3333333333333333,0.5000000000000001,0.8333333333333333,0.6666666666666666,0.6000000000000001,0.3333333333333333,0.7196261682242991,0.3333333333333333,0.5,0.3300423131170663,0.4,1.0,1.0,0.10501750291715288,0.0,0.3713768115942029,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.27272727272727276,0.5,0.5,0.2,0.0,0.0,0.0
10,11.678439903447801,1.0,0.75,0.6437106943207472,0.47144123510055735,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.125,0.0,0.14285714285714285,0.0,0.0,0.4444444444444445,0.625,0.5073529411764706,0.9672131147540984,0.2,0.2857142857142857,0.42857142857142855,0.4,0.25,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,1.0,0.15077958894401133,0.8333333333333333,0.0,0.059931506849315065,0.16219312602291328,1.0,1.0,1.0,1.0,0.48970311541340106,0.0,0.0,0.41416859178121257,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.3333333333333333,0.25,1.0,0.6666666666666666,0.6000000000000001,0.8333333333333333,0.6448598130841122,0.6666666666666666,0.25,0.14456981664315938,1.0,1.0,1.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.8,0.0,0.0,0.0
